5350	뭔가 해보자!	2481	¡Intentemos algo!
5351	자야 합니다.	2482	Tengo que irme a dormir.
5351	자야 합니다.	1351142	Tengo que dormir.
5352	뭐해?	2483	¿Qué estás haciendo?
5353	그것은 무엇입니까?	2484	¿Qué es eso?
5354	오늘은 6월 18일, Muiriel의 생일입니다!	2485	¡Hoy es 18 de junio y es el cumpleaños de Muiriel!
5355	생일 축하해 Muiriel!	2486	¡Feliz cumpleaños, Muiriel!
5356	Muiriel은 지금 20살입니다.	2487	Ahora, Muiriel tiene 20 años.
5356	Muiriel은 지금 20살입니다.	3158397	Muiriel ahora tiene 20 años.
5357	비밀번호는 "Muiriel" 입니다.	2488	La contraseña es "Muiriel".
5358	곧 돌아올께요.	2489	Volveré pronto.
5359	모르겠어요.	376608	No sé.
5360	이건 절대 끝나지 않을거야.	2492	Esto no acabará nunca.
5361	뭐라고 말해야 할지 정말 모르겠어...	2493	Simplemente no sé qué decir...
5362	나는 산에 있었어.	2495	Yo estaba en las montañas.
5363	이 사진 최근 거에요?	2496	¿Es una foto reciente?
5364	시간 있는지 잘 모르겠어요.	2497	No sé si tengo tiempo.
5365	이 세상의 교육이 나를 실망시켜요.	2500	La educación en este mundo me decepciona.
5366	저는 하루에 100유로를 법니다.	2505	Gano 100 € al día.
5367	왜냐하면 당신은 혼자가 되고 싶지 않기 때문이에요.	2507	Eso es porque no quieres estar solo.
5368	보고 싶어.	454574	Te echo de menos.
5369	당신 좀 자야겠어요.	2517	Deberías dormir.
5370	나는 갈 거에요.	378542	Voy a ir.
5371	유감스럽게도 사실이네요.	2526	Desafortunadamente es verdad.
5371	유감스럽게도 사실이네요.	3141954	Lamentablemente es verdad.
5372	정말이에요?	2532	¿Estás seguro?
5373	일어났을 때 슬펐어.	2567	Cuando me desperté estaba triste.
5374	혼자인 사람은 다른 사람들을 두려워하기 때문에 혼자다.	2573	Todas las personas que están solas, están solas porque tienen miedo de los demás.
5375	일본에 갈 수 있었으면 좋겠어요.	2599	Deseo poder ir a Japón.
5375	일본에 갈 수 있었으면 좋겠어요.	3158459	Sería bueno si pudiera ir a Japón.
5376	사람 많은 게 싫어요.	2600	Odio cuando hay mucha gente.
5377	자야겠어요.	2601	Me tengo que ir a la cama.
5378	오늘은 더 이상 물어보지 않겠어요.	2603	No te preguntaré más por hoy.
5379	그가 사과를 했음에도 불구하고, 난 아직 화가 나 있어요.	2605	Aunque él se disculpó, aún estoy enojada.
5379	그가 사과를 했음에도 불구하고, 난 아직 화가 나 있어요.	3159279	Aunque se haya disculpado, sigo estando enojado.
5381	아는분이 없을겁니다.	2626	Nadie sabrá.
5381	아는분이 없을겁니다.	3159260	No habrá ningún conocido.
5382	해결책을 찾았지만 너무 빨리 찾아서 맞는 답이 아닌거 같습니다.	2627	Encontré una solución, pero la encontré tan rápido que no puede ser la correcta.
5382	해결책을 찾았지만 너무 빨리 찾아서 맞는 답이 아닌거 같습니다.	3159300	Encontré una solución, pero la encontré tan rápido que parece no ser la respuesta correcta.
5383	무엇이 문제입니까?	2636	¿Dónde está el problema?
5383	무엇이 문제입니까?	574334	¿Cuál es el problema?
5384	더이상 어떻게 해야할지 모르겠어.	2648	Ya no sé qué hacer.
5384	더이상 어떻게 해야할지 모르겠어.	3159289	Últimamente no se qué es lo que debo hacer.
5385	나는 언젠가는 프랑스에 꼭 가야되는데, 그게 언제인지는 모르겠어.	2649	Es inevitable que yo vaya a Francia algún día, sólo que no sé cuándo.
5386	아무나 할 수 있는 것이 아닙니다.	2663	No es algo que pueda hacer cualquiera.
5387	모두가 너를 만나고 싶어해, 너 유명하네!	2672	Todos quieren conocerte. ¡Eres famoso!
5388	왜 안되는지 설명할려면 시간 너무 많이 걸리겠다.	2699	Me llevaría demasiado tiempo explicarte por qué no va a funcionar.
5389	작고 흰 토끼는 "무슨 일 있니?" 라고 물어봤습니다.	2708	—¿Qué pasa? —preguntó el pequeño conejo blanco.
5390	히로시는 이것 재미 있을 것 같다고 말한다.	2714	—Esto parece muy interesante —dice Hiroshi.
5390	히로시는 이것 재미 있을 것 같다고 말한다.	3240609	Hiroshi dice que esto parece que será interesante.
5391	우리가 가든지 안 가든지는 네가 결정해.	2721	Depende de ti decidir si vamos allí o no.
5392	저는 남은 인생을 그것에 대해 후회하면서 지내고 싶지 않아요.	2783	No quiero pasarme el resto de mi vida arrepintiéndome de ello.
5393	나는 꿈이 있어.	2807	Tengo un sueño.
5394	놀라워 하고, 궁금해 하는 것이 이해의 시작이다.	2811	Sorprenderse, extrañarse, es comenzar a entender.
5395	그러나 우주는 무한하다.	2812	No cabe duda de que el universo es infinito.
5396	한가지만 빼면 그녀는 완벽해요.	2813	Para ser perfecta sólo le faltaba un defecto.
5397	그러나, 그 반대도 또한 항상 진실이다.	2814	Y sin embargo, también lo contrario es siempre verdadero.
5398	그 모습 그대로 사물을 보지 않고, 우리 자신의 모습으로 그것을 바라본다.	2815	No vemos las cosas según son, sino según somos.
5399	이 세상은 미치광이들의 소굴이다	2816	El mundo es una jaula de locos.
5400	너 멍청하게 보여.	2881169	Te ves raro.
5401	난 쇼핑 가야되요, 한 시간 안에 돌아올게요.	2821	Tengo que ir de compras, estaré de vuelta en una hora.
5402	이탈리아는 아주 아름다운 나라입니다.	2833	Italia es un país muy bonito.
5403	바라는 것이 없으면 부족함이 없다.	2845	No desear es lo mismo que poseer.
5404	당신이 내일 아침에 일어나서 우주가 사라졌다는 것을 알게 된다면 수학은 당신이 계속해서 연구할 수 있는 과학의 한 부분입니다.	181005	Matemática es la parte de la ciencia que podrías continuar haciendo si despertaras mañana y descubrieras que el universo se ha ido.
5405	나 머리 아파.	339837	Me duele la cabeza.
181966	나를 그런면에서 몰랐다면 나를 완전히 모르는거야.	2896073	Si no sabes eso de mí, entonces no me conoces completamente.
330717	저는 항상 바빠요.	746893	Siempre estoy ocupado.
330717	저는 항상 바빠요.	746894	Siempre estoy ocupada.
330718	효고 대학생입니다.	483331	Soy estudiante de la universidad Hyogo.
330719	사랑해요.	2639	Te quiero.
367963	이것이 고기 들어가요?	2881278	¿Contiene carne esta comida?
373268	그는 문제 (를) 제기했다.	3232116	El elevó un problema.
373272	외국어 습득에는 인내가 필요하다.	3232664	Adquirir un idioma extranjero requiere paciencia.
373273	그는 7월 초에 런던으로 향했다.	2911323	Él se dirigió hacia Londres a principios de julio.
385026	나는 그의 모자가 싫다.	2507392	No me gusta su sombrero.
385033	만약 내가 지금 그 일을 하지 않으면, 영영 못 할것이다.	3001	Si no lo hago ahora, nunca lo haré.
392055	안녕하세요.	872348	Buenas tardes.
392055	안녕하세요.	2258235	Buenos días.
392055	안녕하세요.	2507852	Buenas noches.
418360	나는 자주 버스에서 졸다가 내릴 정류장을 지나쳐간다.	3605494	Seguido me duermo en el autobús y se me pasa la parada.
447683	나는 김밥을 먹고십어요	1827586	Quiero comer gimbap.
465576	이 CD 는 10 달러 입니다.	345243	Comprar el CD cuesta 10 dólares.
465577	비가 내려서 택시를 탔습니다.	964639	Cogí un taxi porque llovía.
472092	내친구는 한국어를 공부해요.	473447	Mi amigo estudia coreano.
472092	내친구는 한국어를 공부해요.	718822	Mi amiga estudia coreano.
472896	오늘 숙제가 너무 많아요.	2881086	Hoy tengo mucha tarea.
480005	지난 방학 때 뭐 했어요?	1466609	¿Qué hiciste las vacaciones pasadas?
480990	열쇠를 잃어버렸다.	727047	Perdí la llave.
480990	열쇠를 잃어버렸다.	3668081	Perdió la llave.
500823	바쁘세요?	2881091	¿Está usted ocupado?
500823	바쁘세요?	2881093	¿Está usted ocupada?
500829	죽어!	2114175	¡Muere!
503815	사랑은 사랑을 사랑해요.	945679	El amor ama el amor.
505251	여기에 있는 동안 뭘 하고 싶으세요?	1214491	¿Qué es lo que quieres hacer mientras estás aquí?
505305	그녀는 즐거운 꿈을 꾸었다.	1205060	Ella tuvo un sueño agradable.
505327	당신이 날 필요하면, 난 어딘가에있을거야.	2880135	Si me necesitas, estaré en alguna parte.
505411	올림픽은 4 년마다 열린다.	3141974	Las olimpiadas se abren cada 4 años.
507530	당신은 어디든 가도 돼요.	3244843	Tú puedes ir a donde sea.
507533	저는 어제 영화를 보러 갔습니다.	731223	Ayer fui a ver películas.
507533	저는 어제 영화를 보러 갔습니다.	855570	Ayer fui al cine.
507550	실례합니다.	1214499	Disculpe.
507612	나는 새 차를 살 여유가 없다.	2881160	No tengo para comprar carro nuevo.
507638	디마는 하룻밤에 25 남자와 자고 그다음에 그들을 죽였다.	727040	Dina durmió con 25 hombres en una noche y después los mató.
510227	사랑이 뭐야?	502366	¿Qué es el amor?
510260	내 생각엔 그의 제안을 고려해 볼 만하다.	727036	Creo que vale la pena tomar en cuenta su sugerencia.
510285	푸에르토리코의 위치를 지도 위에 보여주세요.	727030	Muéstrame en qué parte del mapa está Puerto Rico.
510612	재미 있는 제안이야. 그게 좀 고려야겠다.	727022	Una propuesta interesante. Necesitaría razonar sobre ello.
510632	우리는 그 사슴의 발자국을 따라갔다.	727020	Seguimos las pistas dejadas por el venado.
510642	라자로 자멘호픈 폴란드인이에요.	510610	Lázaro Zamenhof es polaco.
515083	너 스타크래프트 진짜잘하더라.	727013	Juegas muy bien StarCraft.
533473	나는 캐비아를 먹었다.	449839	Comí caviar.
607981	산타 할아버지, 크리스마스 선물로 여자친구를 받고 싶어요	727014	Papá Noel, me gustaría una novia por regalo.
753731	여보세요?	3605419	¿Bueno?
778591	이것은 중국의 부채입니다.	618667	Este es un abanico chino.
780924	오늘 밤 하늘에는 별들이 아주 밝게 빛나고 있어.	2107169	Esta noche las estrellas brillan con fuerza en el cielo.
845044	언어 목록에서 왜 몰타어가 빠졌는가?	2894321	¿Por qué falta el maltés en la lista de idiomas?
889739	우리 자기 화이팅!	2895570	Tú puedes, cielito.
889741	힘내요 내가 있잖아요~	3240599	¡Ánimo! Estoy aquí, ¿no?
906132	사랑이 사랑을 어떻게 사랑할 수 있니?	888550	¿Cómo puede el amor amar al amor?
906619	우리는 아직 탄으로 난방을 했다.	2880137	Todavía calentábamos con carbón.
907724	나는 생각한다, 고로 나는 존재한다.	455683	Pienso, luego existo.
910942	여자들은 후진 주차를 잘 못한다고 한다.	3248338	Se dice que las mujeres no se pueden estacionar bien en reversa.
911134	오스트리아에서는 고속도로 사용을 위해서 통행료를 지불해야 한다.	2894441	En Austria, se debe pagar peaje para usar autopista.
911187	부모를 공경해야 한다.	2881234	Debemos respetar a nuestros padres.
911514	너 바보 아냐!	3232118	¡Tú no eres tonto!
911523	너의 마음을 상하게 하려고 한 것은 아니다.	1214506	No era mi intención hacerte daño.
911908	실례지만 영어 할 줄 아세요?	456592	Perdone, ¿habla usted inglés?
911908	실례지만 영어 할 줄 아세요?	2895440	Disculpe, pero ¿habla inglés?
911946	나에게 긴 편지를 썼다.	1466612	Él me escribió una larga carta.
911955	어디에서 태어나셨습니까?	1284827	¿Dónde nació?
912392	그녀는 얼굴이 빨개졌다.	520891	Ella se puso roja.
912395	그녀는 오른쪽 눈이 멀었다.	2849898	Ella tiene el ojo derecho ciego.
913812	너 어떻게 알게 됐어?	2861831	¿Tú cómo supiste?
914557	1492년에는 콜럼버스가 아메리카 대륙을 발견했다.	537822	Colón descubrió América en 1492.
914590	뛰어라, 네가 할 수 있는 만큼 빨리.	2881163	Corre, tan rápido como tú puedas.
915817	주목해 주시겠습니까?	3244997	¿Me presta su atención, por favor?
915859	너는 사실을 직시해야 한다.	2903652	Tienes que enfrentarte a la verdad.
917380	너는 위트 감각이 좋다.	549435	Tienes sentido del humor.
917601	너 손에 무엇을 가지고 있니?	888752	¿Qué tienes en la mano?
920826	너는 몇 개의 언어를 말할 수 있니?	1466618	¿Cuántos idiomas hablas?
921273	다음 사람요!	1214518	Siguiente persona, por favor.
921288	그것은 완전히 터무니없는 짓이다!	2861850	¡Eso es algo totalmente ridículo!
922002	2, 4 그리고 6은 짝수이다.	3216313	2, 4 y 6 son números pares.
924897	카드로 지불할 수 있습니까?	346571	¿Se puede pagar con tarjeta?
924924	폭풍이 불 것이라고 생각한다.	2861527	Pienso que soplará una tormenta.
933985	맛있게 드십시오!	435075	¡Buen apetito!
933985	맛있게 드십시오!	449794	¡Buen provecho!
935487	나는 1960년 2월 14일에 태어났다.	533238	Nací el 14 de febrero de 1960.
935563	그녀는 당황해서 얼굴이 빨개졌다.	1314310	Ella se puso roja de vuergüenza.
935583	그는 매일 면도한다.	2895577	Se rasura todos los días.
938434	해는 동쪽에서 떠서 서쪽으로 진다.	3232062	El sol sale del este y se pone en el oeste.
938435	나는 달에 가고 싶다.	1256140	Yo quiero ir a la luna.
938436	눈은 햇빛에 녹았다.	1256490	La nieve se derritió en el sol.
938437	그 호수가 얼어붙었다.	1581887	El estanque se congeló.
938437	그 호수가 얼어붙었다.	3232083	El lago se congeló.
938498	과장하지 마!	1256491	¡No exageres!
938499	당신의 생각은 전적으로 옳습니다.	824178	Tiene toda la razón.
938500	오늘은 날씨가 매우 덥다.	2858	Hoy hace mucho calor.
941477	오늘이 며칠이지?	1391557	¿A qué fecha estamos hoy?
941477	오늘이 며칠이지?	1496827	¿Qué fecha es hoy?
941481	어떻게 그런 일이 발생할 수 있었지?	2894453	¿Cómo pudo ocurrir algo así?
941484	우리는 오래된 친구들이다.	562159	Somos viejos amigos.
942101	위험 부담이 너무 크다.	3141959	La carga de riesgo es demasiado grande.
942157	고르셨습니까?	831197	¿Ya ha elegido?
942163	그것을 의도적으로 했어!	2896084	¡Lo hiciste adrede!
942335	내가 사방으로 찾았다.	3216318	Lo busqué a diestra y siniestra.
942394	직업이 무엇입니까?	3248329	¿Cuál es su profesión?
943237	나중에 보자!	1036411	¡Nos vemos!
943260	콜럼버스가 아메리카 대륙을 발견했다.	2880185	Colón descubrió el continente americano.
943290	나는 뉴욕에서 길을 잃었다.	1214485	En Nueva York me perdí.
943701	나는 소변을 잘 가리지 못하는 좀 바보스런 아이였다.	3240597	Yo era un niño tontito que no se daba cuenta de cuándo tenía ganas de orinar.
943710	네 시계 맞니?	1207782	¿Está bien tu reloj?
944711	위 사건에 관하여 원고는 아래의 피 신청인에 대하여 민사소송법 82조에 따라 소송의 인수를 신청합니다.	2895430	Con respecto al caso arriba, el demandante, de conformidad con el Código de Procedimiento Civil 82, solicita la aceptación del litigio contra el demandado abajo.
944915	어린 나는 그 이야기에 완전히 압도되어 버렸다.	2897525	Cuando era chico, fui completamente abrumado por esa historia.
948486	다음 관광 여행이 언제예요?	1466617	¿Cuándo es el siguiente tour guiado?
951500	그렇게 구성없게 굴지 마라!	3216329	¡No te portes como un animal!
951500	그렇게 구성없게 굴지 마라!	3216330	¡No te comportes como un elefante encadenado!
951504	그는 위트 감각이 좋다.	2861679	Él tiene buen sentido de ingenio.
952420	이 범죄사건은 영원히 해결될 수 없었다.	3119671	Este caso criminal jamás pudo ser resuelto.
952492	당신에게는 진술을 거부할 권리가 있습니다.	3060050	Tienes el derecho a rechazar un comunicado.
957296	우리는 삼촌의 방문을 기쁜 마음으로 기다리고 있다.	3119663	Esperamos la visita de nuestro tío con el corazón alegre.
957623	그는 왼팔을 부러뜨렸다.	1466629	Él se rompió el brazo izquierdo.
959980	너 수영할 수 있니?	1214510	¿Puedes nadar?
961612	친구는 도서관에 공부하러 와요	2507383	Mi amigo ha venido a la biblioteca para estudiar.
961612	친구는 도서관에 공부하러 와요	3682946	Mi amigo viene a la biblioteca para estudiar.
961638	존이 공항에 있어요.	1982324	John está en el aeropuerto.
961658	토마스한테 전화해요.	2894349	Hablo por teléfono con Tomás.
961668	한 상자에 얼마예요?	2864442	¿A cuánto la caja?
961673	주소하고 집 전화 번호를 쓰세요.	1466627	Escribe la dirección y el número de teléfono de casa.
961720	한국어를 배우고 싶어요.	1214495	Quiero aprender coreano.
961880	선생님을 만나고 싶어요.	2864441	Quiero ver al maestro.
961953	중국에 가고 싶었어요	1214516	Yo quería ir a China.
961978	어디에 가고 싶으세요?	687677	¿Adónde quiere ir?
961984	저는 일본어 선생님이 되고 싶어요.	2864073	Quiero ser un maestro de japonés.
961994	제시카가 노래를 부르고 있었어요.	1466642	Jessica estaba cantando una canción.
961996	교수님이 전화를 하고 계세요.	3244877	El profesor está haciendo una llamada.
961998	어머니가 케이크를 만들고 계세요.	2897527	Madre está haciendo un pastel.
963312	어제는 일찍 일어났어요.	2083016	Ayer me desperté temprano.
963713	한국말을 배우기가 힘들죠.	3119665	Es batalloso aprender coreano, ¿no?
963757	집중력이 점차 떨어진다.	2864429	Mi concentración gradualmente se disminuye.
967195	이리 오십시오.	3232112	Venga por aquí.
969792	2 곱하기 7의 결과는 14이다.	3232107	El resultado de dos por siete es catorce.
971052	그는 전화를 기다리고 있다.	2894386	Él está esperando la llamada.
971052	그는 전화를 기다리고 있다.	2894388	Él está esperando una llamada.
973930	택시 한 대만 불러 주시겠습니까?	3244923	¿Le llamo un taxi?
978608	전혀 위험을 감수하지 않으면, 아무 것도 얻을 수 없다.	2894458	Si nunca se aceptan riesgos, no se puede obtener nada.
978623	신의 존재를 믿니?	1439024	¿Crees en la existencia de Dios?
978634	그들은 죽은 후의 삶이 있다고 믿는다.	3232113	Ellos creen que hay vida después de la muerte.
978647	오류를 범하는 것은 인간의 속성이다.	3141980	El cometer errores es una cualidad humana.
978652	신이 세상을 창조하였다.	508763	Dios creó el mundo.
982064	뭐라고?	2911321	¿Que qué?
982066	형님께선 어떻게 이 먼 길을 오셨습니까?	3668064	¿Cómo ha venido usted por este camino tan largo?
982066	형님께선 어떻게 이 먼 길을 오셨습니까?	3668066	¿Cómo ha venido usted tan lejos?
998746	네 개가 어디 있어?	463434	¿Dónde está tu perro?
1003668	나는 1948년 11월 22일에 태어났다.	515929	Nací el 22 de noviembre de 1948.
1004977	비가 그쳤다.	339127	Ha parado de llover.
1004977	비가 그쳤다.	607657	Ha dejado de llover.
1004977	비가 그쳤다.	3170836	Paró de llover.
1008000	공항에서부터 호텔까지는 거리가 얼마나 됩니까?	2861530	¿Cuánta es la distancia desde el aeropuerto hasta el hotel?
1008600	알파벳은 몇 개의 글자로 되어 있습니까?	3232111	¿De cuántas letras se compone el abecedario?
1010419	나는 로마의 역사에 관한 책을 찾고 있다.	398249	Estoy buscando libros acerca de la historia romana.
1013205	이 카메라가 어떻게 작동하지?	743622	¿Cómo funciona esta cámara de fotos?
1013211	문은 자동으로 닫힌다.	870562	La puerta se cierra automáticamente.
1013281	우리는 3시에 만난다.	2880140	Nos veremos a las tres.
1013305	그녀는 목소리가 아주 좋다.	1214503	Ella tiene una voz muy buena.
1015626	그는 소프라노로 노래부른다.	3119592	Él canta soprano.
1015629	악기 연주할 줄 아세요?	2894377	¿Sabe tocar instrumento?
1015639	매리의 눈에 눈물이 고였다.	2880166	Los ojos de Mary lagrimeaban.
1022632	아무튼 좋았겠다.	3244894	De todos modos, ha de haber estado bien.
1022638	좀더 준비할 시간이 필요해.	2881235	Necesitamos un poco más de tiempo para preparar.
1022640	그렇다면 돌아가야지.	3244896	Si es así, hay que regresar.
1022661	우리가 잘못 들은 거 아닐까?	2851684	¿No será que le entramos mal?
1106819	그녀의 시선을 등 뒤에서 느꼈다.	3252134	Sentí su mirada en mi espalda.
1123385	안녕하세요,예약을 했는데요, 제이름은 카오리 요시카와 입니다. 확인카드는 여기있습니다.	2911320	Hola, hice una reservación, mi nombre es Kaori Yoshikawa. Aquí está la tarjeta de confirmación.
1168419	이 협정은 무기한 존속한다.	3232110	Este acuerdo continuará en vigencia indefinidamente.
1197763	한국에서 무슨 언어를 말해요?	1214524	¿Qué idioma se habla en Corea?
1197848	그사람들이 뭐 해요?	1194231	¿Qué hace esa gente?
1197900	난 그에게 동의하지 않아.	569116	No estoy de acuerdo con él.
1218625	왜 그 단어를 잊어버렸니?	2881197	¿Por qué olvidaste esa palabra?
1218638	바닷물에 잔잔한 파도가 일어난다.	3246141	En el mar salen olas suaves.
1218646	그 영화가 좋다고 하는 이유는, 예슬적인 측면에서 내용뿐만 아니라, 음악도 좋기 때문이에요.	3141957	La razón por la cual digo que la película está buena, no es sólo por el contenido artístico, porque la música también es buena.
1218649	음악과 영화의 구조가 조화를 이루고 있어요.	3244891	La música y la estructura de la película están en armonía.
1218663	비싼 중국식당에 초대받았어요.	2507347	Me invitaron a un restaurante chino que era caro.
1218667	언제부터 에스페란토를 배웠어요?	1751855	¿Desde cuándo aprendes esperanto?
1219108	다음 주 후에 다시 볼 수 있을 지 아직 몰라요.	2010733	Todavía no sé si podremos volver a vernos la semana que viene.
1219110	그는 선불교에 대한 글을 번역하셨어요.	3243725	Él tradujo el texto que se trata sobre el budismo zen.
1219128	대학원에 진학하려구요.	2864440	Quisiera matricularme en la escuela de posgrado.
